,Arttırılabilir Azami Bellek,Bağlantılar,Brand,Cihaz Ağırlığı,Dokunmatik Ekran,Ekran Boyutu,Ekran Kartı,Ekran Kartı Bellek Tipi,Ekran Kartı Hafızası,Ekran Kartı Tipi,Ekran Yenileme Hızı,Ekran Özelliği,Garanti Süresi,Garanti Tipi,Görüntü Kalitesi,HDMI,Hard Disk Kapasitesi,Kapasite,Klavye,Kullanım Amacı,Maksimum İşlemci Hızı (GHz),Okula Dönüş,Optik Sürücü,Optik Sürücü Tipi,Panel Tipi,Price,Ram (Sistem Belleği),Ram (Sistem Belleği) Tipi,Renk,SSD Kapasitesi,Soket Tipi,Star,Temel İşlemci Hızı (GHz),Title,Çözünürlük,Çözünürlük Standartı,İşlemci Frekansı,İşlemci Modeli,İşlemci Nesli,İşlemci Tipi,İşlemci Çekirdek Sayısı,İşletim Sistemi,Şarjlı Kullanım Süresi
2353,,,"HP 17-cn2000nt Intel Core I7 1255u 16gb 512gb Ssd 2gb Mx550 Windows 10 Home 17.3"" 6z254eaa8 6Z254EAA8 ",2 - 4 kg,Yok,"17,3 inç",Belirtilmemiş,GDDR6,2 GB,Harici,60 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe,Ev - Okul,4.7,,,Yok,IPS,"21.977,78",16 GB,DDR4,Gümüş,512 GB,,0.0,," 17-cn2000nt Intel Core I7 1255u 16gb 512gb Ssd 2gb Mx550 Windows 10 Home 17.3"" 6z254eaa8 6Z254EAA8 ",1920 x 1080,Full HD (FHD),,1255U,12. Nesil,Intel Core i7,10,Windows,
2354,,USB,"ASUS D515da-br1142t Amd Ryzen 3 3250u 4gb 256gb Ssd Win10 Home 15.6"" Laptop D515DA-BR1142T ",2 kg ve Altı,Yok,"15,6 inç",Dahili Ekran Kartı,Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,,Apple Türkiye Garantili,,,Yok,Yok,Q Türkçe,Ofis - İş,,Lise,,Yok,,7.299,4 GB,DDR4,Gri,256 GB,,5.0,2.6," D515da-br1142t Amd Ryzen 3 3250u 4gb 256gb Ssd Win10 Home 15.6"" Laptop D515DA-BR1142T ",1366 x 768,HD Ready (HD),,Ryzen 3 3250U,10. Nesil,AMD,Belirtilmemiş,Windows,
2355,,HDMI,"LENOVO V15 G2 Alc 82kd0001tx2 Amd Ryzen 3 5300u 8gb 1tb Hdd 15.6"" Fhd Fdos T.bilgisayar 82KD0001TX2 ",2 kg ve Altı,Yok,"15,6 inç",Dahili Ekran Kartı,Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,Resmi Distribütör Garantili,,,1 TB,,Q Türkçe,Ofis - İş,3.8,,,Yok,TN,10.369,8 GB,DDR4,Siyah,SSD Yok,,0.0,2.6," V15 G2 Alc 82kd0001tx2 Amd Ryzen 3 5300u 8gb 1tb Hdd 15.6"" Fhd Fdos T.bilgisayar 82KD0001TX2 ",1920 x 1080,Full HD (FHD),,5300U,5. Nesil,AMD Ryzen 3,4,Free Dos,6 Saat ve Üstü
2356,,,"LENOVO V14 Celeron N4020 4gb 1tb+256gb Ssd Dos 14"" 82c2001ltxz7 82C2001LTXZ7 ",2 kg ve Altı,Yok,14 inç,Intel UHD Graphics 600,GDDR5,,Dahili,,,,Resmi Distribütör Garantili,,,,1 TB,Q Türkçe,Ev - Okul,,,,Yok,,6.999,4 GB,,Gri,256 GB,,5.0,," V14 Celeron N4020 4gb 1tb+256gb Ssd Dos 14"" 82c2001ltxz7 82C2001LTXZ7 ",1920 x 1080,Full HD (FHD),,N4020,,Intel Celeron,,Free Dos,
2357,,,"HP 255 G9 6q8n1es01 Ryzen5 5625u 8gb 512ssd 15.6"" Fullhd Freedos Taşınabilir Bilgisayar T16151A ",2 kg ve Altı,Yok,"15,6 inç",AMD Radeon Graphics,SD,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,,,,Yok,,10.119,8 GB,DDR4,Gri,512 GB,,0.0,," 255 G9 6q8n1es01 Ryzen5 5625u 8gb 512ssd 15.6"" Fullhd Freedos Taşınabilir Bilgisayar T16151A ",1920 x 1080,Full HD (FHD),,5625U,5. Nesil,AMD Ryzen 5,6,Free Dos,
2358,,,"ASUS Vivobook X571LI-BQ377A32 Intel Core i7 10870H 12GB 512GB SSD GTX1650Ti Windows 10 Home 15.6"" ",2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce GTX1650 Ti,GDDR6,4 GB,Harici,60 Hz,,2 Yıl,Asus Türkiye Garantili,,,HDD Yok,,Q Türkçe,Oyun,5.0,,,Yok,IPS,"20.725,52",12 GB,DDR4,Gri,512 GB,,0.0,2.2," Vivobook X571LI-BQ377A32 Intel Core i7 10870H 12GB 512GB SSD GTX1650Ti Windows 10 Home 15.6"" ",1920 x 1080,Full HD (FHD),,10870H,10. Nesil,Intel Core i7,8,Windows,
2359,,,LENOVO Thinkpad E14 Gen 2 I7 1165g7 16gb Ram 256gb Ssd 2gb Mx450 Fdos Fhd 20ta0055tx003 20TA0055TX003 ,2 kg ve Altı,Yok,14 inç,Nvidia GeForce MX450,GDDR5,,Harici,,Full HD,,Resmi Distribütör Garantili,,,,Yok,Q Türkçe,Ofis - İş,,,,Yok,,"24.462,12",16 GB,,Gri,256 GB,,5.0,, Thinkpad E14 Gen 2 I7 1165g7 16gb Ram 256gb Ssd 2gb Mx450 Fdos Fhd 20ta0055tx003 20TA0055TX003 ,1920 x 1080,Full HD (FHD),,1165G7,,Intel Core i7,,Free Dos,
2360,,Bluetooth,HP 14s-fq0014nt Amd Ryzen 3 3250u 16gb 128gb 14 W10 Hom 227d6eat6 227D6EAT6 ,2 kg ve Altı,Yok,14 inç,Dahili Ekran Kartı,DDR4,Paylaşımlı,Dahili,,HD,,Resmi Distribütör Garantili,,Var,,Yok,Q Türkçe,Ev - Okul,,,,Yok,,"9.602,04",16 GB,,Siyah,128 GB,,4.75,, 14s-fq0014nt Amd Ryzen 3 3250u 16gb 128gb 14 W10 Hom 227d6eat6 227D6EAT6 ,1366 x 768,,,3250U,Ryzen,AMD Ryzen 3,2,Windows,3 Saat ve Altı
2361,,,ASUS X515ea-ej905 I3-1115g4 4gb 256gb Ssd 15.6 Fhd Freedos X515EA-EJ905 ,2 - 4 kg,Yok,"15,6 inç",Dahili Ekran Kartı,DDR,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,,,,Yok,,9.919,4 GB,DDR4,Siyah,256 GB,,4.31,, X515ea-ej905 I3-1115g4 4gb 256gb Ssd 15.6 Fhd Freedos X515EA-EJ905 ,1920 x 1080,Full HD (FHD),,1115G4,11. Nesil,Intel Core i3,2,Free Dos,
2362,,HDMI,HP Elitebook 645 G9 Ryzen 7 -14''-16g-512ssd-dos 6S733EA ,Belirtilmemiş,Yok,14 inç,AMD Radeon Graphics,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,4.5,,,Yok,IPS,"19.940,20",16 GB,DDR4,Gümüş,512 GB,,0.0,2, Elitebook 645 G9 Ryzen 7 -14''-16g-512ssd-dos 6S733EA ,1920 x 1080,Full HD (FHD),,AMD Ryzen 7 5800H,Belirtilmemiş,AMD Ryzen 7,8,Free Dos,
2363,,,"LENOVO Ideapad 3 82h80252tx02 I3-1115g4 8gb 1tbssd 15.6"" Fullhd W11h Taşınabilir Bilgisayar T15815B ",2 kg ve Altı,Yok,"15,6 inç",Intel UHD Graphics,SD,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,,,,Yok,,"10.643,13",8 GB,DDR4,Gri,1 TB,,0.0,," Ideapad 3 82h80252tx02 I3-1115g4 8gb 1tbssd 15.6"" Fullhd W11h Taşınabilir Bilgisayar T15815B ",1920 x 1080,Full HD (FHD),,1115G4,11. Nesil,Intel Core i3,2,Windows,
2364,,,"LENOVO V15 G2 Alc Amd Ryzen 3 5300u 20 Gb 1 Tbhdd 512 Gb 15.6"" Fhd Windows 10 Home 82kd0001txca20 82KD0001TXCA20 ",Belirtilmemiş,Yok,"15,6 inç",AMD Radeon Graphics,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,1 TB,,Q Türkçe,Ofis - İş,,,,Yok,,"12.197,77",20 GB,DDR4,Siyah,512 GB,,0.0,," V15 G2 Alc Amd Ryzen 3 5300u 20 Gb 1 Tbhdd 512 Gb 15.6"" Fhd Windows 10 Home 82kd0001txca20 82KD0001TXCA20 ",1920 x 1080,Full HD (FHD),,5300U,5. Nesil,AMD Ryzen 3,4,Windows,
2365,,,"ASUS Vivobook K513epa103-l1576a103 Intel Core I5 1135g7 40gb 1tb Ssd Mx330 Windows 11 Pro 15.6"" L1576A103 ",2 kg ve Altı,Yok,"15,6 inç",Nvidia GeForce MX330,GDDR5,2 GB,Harici,60 Hz,,2 Yıl,Asus Türkiye Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,4.2,,,Yok,IPS,"19.789,07",40 GB,DDR4,Gümüş,1 TB,,0.0,2.4," Vivobook K513epa103-l1576a103 Intel Core I5 1135g7 40gb 1tb Ssd Mx330 Windows 11 Pro 15.6"" L1576A103 ",1920 x 1080,Full HD (FHD),,1135G7,11. Nesil,Intel Core i5,4,Windows,
2366,12 GB,HDMI,"LENOVO V14 82ka001qtx I3-1115g4 8gb 256gb Ssd O/b Uhd 14"" Win 10 Pro Gri Notebook 82KA001TTX ",2 kg ve Altı,Yok,14 inç,Dahili Ekran Kartı,Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,Yok,Q Türkçe,Ev - Okul,4.1,,,Yok,IPS,10.500,8 GB,DDR4,Gri,256 GB,,0.0,1.7," V14 82ka001qtx I3-1115g4 8gb 256gb Ssd O/b Uhd 14"" Win 10 Pro Gri Notebook 82KA001TTX ",1920 x 1080,Full HD (FHD),,1115G4,11. Nesil,Intel Core i3,2,Free Dos,3 Saat ve Altı
2367,,,"ASUS X509fa-ej950t06 I3-10110u 12gb 1tbssd 15.6"" Fullhd W10h Taşınabilir Bilgisayar T11836F ",2 kg ve Altı,Yok,"15,6 inç",Intel UHD Graphics,SD,Paylaşımlı,Dahili,Yok,,,Resmi Distribütör Garantili,,,Yok,,Q Türkçe,Ofis - İş,,,,Yok,,10.349,12 GB,DDR4,Gri,1 TB,,5.0,2.1," X509fa-ej950t06 I3-10110u 12gb 1tbssd 15.6"" Fullhd W10h Taşınabilir Bilgisayar T11836F ",1920 x 1080,Full HD (FHD),,10110U,10. Nesil,Intel Core i3,2,Windows,
2368,,,"HP Pavilion 15-ec2055nt 68n70ea Ryzen5 5600h 8gb 512ssd Rtx3050 15.6"" Fullhd W11h Taşınabilir Bilgis T15548 ",2 kg ve Altı,Yok,"15,6 inç",Nvidia GeForce RTX 3050,GDDR6,4 GB,Harici,144 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,Oyun,,,,Yok,,19.579,8 GB,DDR4,Siyah,512 GB,,5.0,," Pavilion 15-ec2055nt 68n70ea Ryzen5 5600h 8gb 512ssd Rtx3050 15.6"" Fullhd W11h Taşınabilir Bilgis T15548 ",1920 x 1080,Full HD (FHD),,5600H,5. Nesil,AMD Ryzen 5,6,Windows,
2369,,,"ASUS X515ja-ej2112wg6 Intel I3 1005g1 12gb Ram 512gb Ssd 15.6"" Fhd W11 Notebook X515JA-EJ2112WG6 ",2 kg ve Altı,Yok,"15,6 inç",Dahili Ekran Kartı,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Asus Türkiye Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,,,,Yok,,"10.089,64",12 GB,DDR4,Gri,512 GB,,0.0,," X515ja-ej2112wg6 Intel I3 1005g1 12gb Ram 512gb Ssd 15.6"" Fhd W11 Notebook X515JA-EJ2112WG6 ",1920 x 1080,Full HD (FHD),,1005G1,10. Nesil,Intel Core i3,4,Windows,
2370,,,"ASUS X543ma-gq1082a2 Celeron N4020 4gb 1tbssd 15.6"" Freedos Hd Taşınabilir Bilgisayar T08698B ",2 - 4 kg,Yok,"15,6 inç",Intel HD Graphics,SD,Paylaşımlı,Dahili,,,,Resmi Distribütör Garantili,,Var,,Yok,Q Türkçe,Ofis - İş,,,,Yok,,6.799,4 GB,,Gri,1 TB,,0.0,," X543ma-gq1082a2 Celeron N4020 4gb 1tbssd 15.6"" Freedos Hd Taşınabilir Bilgisayar T08698B ",1366 x 768,HD Ready (HD),,N4000,,Intel Celeron,2,Free Dos,
2371,,,"ASUS X515ja-ej2112w07 I3-1005g1 20gb 512ssd 15.6"" Fullhd W11h Taşınabilir Bilgisayar T17892G ",2 kg ve Altı,Yok,"15,6 inç",Intel UHD Graphics,SD,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,,,,Yok,,"10.231,53",20 GB,DDR4,Gri,512 GB,,0.0,," X515ja-ej2112w07 I3-1005g1 20gb 512ssd 15.6"" Fullhd W11h Taşınabilir Bilgisayar T17892G ",1920 x 1080,Full HD (FHD),,1005G1,10. Nesil,Intel Core i3,2,Windows,
2372,,,"Everest Everbook Eb-21a2 I5-1135g7 4gb 256ssd 15.6"" Fullhd Freedos Taşınabilir Bilgisayar T16939B ",2 kg ve Altı,Yok,"15,6 inç",Intel Iris Graphics,SD,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,,,,Yok,,8.629,4 GB,DDR4,Gümüş,256 GB,,0.0,," Everbook Eb-21a2 I5-1135g7 4gb 256ssd 15.6"" Fullhd Freedos Taşınabilir Bilgisayar T16939B ",1920 x 1080,Full HD (FHD),,1135G7,11. Nesil,Intel Core i5,4,Free Dos,
2373,,,"ASUS X515ja-ej2119 I7-1065g7 8gb 256gb Ssd 15.6"" Fhd Freedos Notebook 18077 ",4 kg ve Üstü,Yok,"10,6 inç",AMD R7 250,DDR3,16 GB,Nvidia Quadro P2000,120 Hz,,2 Yıl,Resmi Distribütör Garantili,,,256 GB,,RGB Türkçe,Ofis - İş,,,,DVD RW,,"19.821,69",48 GB,DDR6,Beyaz,480 GB,,0.0,," X515ja-ej2119 I7-1065g7 8gb 256gb Ssd 15.6"" Fhd Freedos Notebook 18077 ",2340 x 1440,QHD,,10400,12. Nesil,Apple M1 Pro,14,Linux,
2374,12 GB,HDMI,LENOVO V14 G2 82ka001ttx I3-1115g4 8gb 256gb Ssd 14 Fhd Freedos 82KA001TTX ,2 kg ve Altı,Yok,14 inç,Dahili Ekran Kartı,Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,Yok,Q Türkçe,Ev - Okul,4.1,,,Yok,IPS,9.699,8 GB,DDR4,Siyah,256 GB,,0.0,1.7, V14 G2 82ka001ttx I3-1115g4 8gb 256gb Ssd 14 Fhd Freedos 82KA001TTX ,1920 x 1080,Full HD (FHD),,1115G4,11. Nesil,Intel Core i3,2,Free Dos,3 Saat ve Altı
2375,,,"ASUS X509fa-br951ta7 Intel Core I3 10110u 8 Gb 1 Tb 256 Gb Ssd Windows 10 Home 15.6"" Fhd BR951TA7 ",2 kg ve Altı,Yok,"15,6 inç",Intel UHD Graphics,SD,Paylaşımlı,Dahili,60 Hz,,2 Yıl,Resmi Distribütör Garantili,,,1 TB,,Q Türkçe,Ofis - İş,,,,Yok,,"9.344,88",8 GB,DDR4,Gri,256 GB,,0.0,," X509fa-br951ta7 Intel Core I3 10110u 8 Gb 1 Tb 256 Gb Ssd Windows 10 Home 15.6"" Fhd BR951TA7 ",1366 x 768,HD Ready (HD),,10110U,10. Nesil,Intel Core i3,2,Windows,
2376,,HDMI,"LENOVO Asus Expertbook I7-1165g7 16gb 512 Gb Ssd 15.6"" W11pro B1500ceae-bq2664ab68 B1500CEAE-BQ2664AB68 ",Belirtilmemiş,Yok,"15,6 inç",Intel Iris Graphics,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,512 GB,Q Türkçe,Ofis - İş,4.7,,,Yok,IPS,18.616,16 GB,DDR4,Siyah,512 GB,,4.73,2.8," Asus Expertbook I7-1165g7 16gb 512 Gb Ssd 15.6"" W11pro B1500ceae-bq2664ab68 B1500CEAE-BQ2664AB68 ",1920 x 1080,Full HD (FHD),,1165G7,11. Nesil,Intel Core i7,4,Windows,6 Saat ve Üstü
2377,,,"ASUS Vivobook D513ua-l1346 Oled Amd Ryzen 5 5500u 24gb 2tb Ssd Windows11pro 15.6"" Fhd L134623 L134626 ",2 - 4 kg,Yok,"15,6 inç",AMD Radeon Graphics,DDR4,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,,,,Yok,,"21.622,12",24 GB,DDR4,Mavi,2 TB,,0.0,," Vivobook D513ua-l1346 Oled Amd Ryzen 5 5500u 24gb 2tb Ssd Windows11pro 15.6"" Fhd L134623 L134626 ",1920 x 1080,Full HD (FHD),,5500U,5. Nesil,AMD Ryzen 5,Belirtilmemiş,Windows,
2378,,,"LENOVO V14 Igl 82c2001ltx-01 Celeron N4020 4 Gb 240gb Ssd Uhd Graphics 600 14"" Full Hd Notebook 42724-20G ",2 kg ve Altı,Yok,14 inç,Intel HD 620,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,,,,Yok,,6.204,4 GB,DDR4,Gri,240 GB,,0.0,1.1," V14 Igl 82c2001ltx-01 Celeron N4020 4 Gb 240gb Ssd Uhd Graphics 600 14"" Full Hd Notebook 42724-20G ",1920 x 1080,Full HD (FHD),,N4020,1. Nesil,Intel Celeron,2,Free Dos,
2379,,,"LENOVO Ideapad 3 15ıtl6 Intel Core I7 1165g7 20gb 1tb Ssd Windows 10 Home 15.6"" 82h802f7txa51 82H802F7TXA51 ",2 kg ve Altı,Yok,"15,6 inç",Dahili Ekran Kartı,SD,Paylaşımlı,Dahili,60 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,4.7,,,Yok,TN,"18.318,13",20 GB,DDR4,Gri,1 TB,,0.0,1.2," Ideapad 3 15ıtl6 Intel Core I7 1165g7 20gb 1tb Ssd Windows 10 Home 15.6"" 82h802f7txa51 82H802F7TXA51 ",1920 x 1080,Full HD (FHD),,1165G7,11. Nesil,Intel Core i7,4,Windows,
2380,,,"ACER Aspire A315-23 Amd Ryzen5 3500u 8gb Ram 256gb Ssd 15.6"" Fhd W11 Notebook 125034249 ",2 - 4 kg,Yok,"15,6 inç",Dahili Ekran Kartı,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,ACER Türkiye Garantili,,,HDD Yok,,Q Türkçe,Ev - Okul,,,,Yok,,8.999,8 GB,Belirtilmemiş,Çok Renkli,256 GB,,4.75,," Aspire A315-23 Amd Ryzen5 3500u 8gb Ram 256gb Ssd 15.6"" Fhd W11 Notebook 125034249 ",1920 x 1080,Full HD (FHD),,3500U,Belirtilmemiş,AMD Ryzen 5,Belirtilmemiş,Windows,
2381,,,"ASUS Vivobook K513epa100-l1576a100 Intel Core I5 1135g7 24gb 1tb Ssd Mx330 Windows 11 Pro 15.6"" L1576A100 ",2 kg ve Altı,Yok,"15,6 inç",Nvidia GeForce MX330,GDDR5,2 GB,Harici,60 Hz,,2 Yıl,Asus Türkiye Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,4.2,,,Yok,IPS,"18.173,80",24 GB,DDR4,Gümüş,1 TB,,0.0,2.4," Vivobook K513epa100-l1576a100 Intel Core I5 1135g7 24gb 1tb Ssd Mx330 Windows 11 Pro 15.6"" L1576A100 ",1920 x 1080,Full HD (FHD),,1135G7,11. Nesil,Intel Core i5,4,Windows,
2382,,,"HP 17 cn2000nt Intel Core I7 1255u 16gb 512gb Ssd 2gb Mx550 Windows 11 Pro 17.3"" 6z254eaa24 6Z254EAA24 ",2 - 4 kg,Yok,"17,3 inç",Belirtilmemiş,GDDR6,2 GB,Harici,60 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,4.7,,,Yok,IPS,"22.327,81",16 GB,DDR4,Gümüş,512 GB,,0.0,," 17 cn2000nt Intel Core I7 1255u 16gb 512gb Ssd 2gb Mx550 Windows 11 Pro 17.3"" 6z254eaa24 6Z254EAA24 ",1920 x 1080,Full HD (FHD),,1255U,12. Nesil,Intel Core i7,10,Windows,
2383,,,"LENOVO Ideapad 3 Amd 3020e 8gb 256gb Ssd 81w100s3txz22 W10p 15.6"" 81W100S3TXZ22 ",2 - 4 kg,Yok,"15,6 inç",Paylaşımlı,DDR,Paylaşımlı,Dahili,Belirtilmemiş,,,Resmi Distribütör Garantili,,,Yok,Yok,Q Türkçe,Ev - Okul,,,,Yok,,8.888,8 GB,DDR4,Gri,256 GB,,4.75,1.2," Ideapad 3 Amd 3020e 8gb 256gb Ssd 81w100s3txz22 W10p 15.6"" 81W100S3TXZ22 ",1366 x 768,Full HD (FHD),,3020e,1. Nesil,AMD,2,Windows,
2384,,,"ASUS X540na-gq044 Intel Celeron N3350 4gb 128gb Ssd Freedos 15.6"" Taşınabilir Bilgisayar X540NA-GQ044 ",2 kg ve Altı,Yok,"15,6 inç",Intel UHD Graphics 600,DDR3,Paylaşımlı,Dahili,,,,Resmi Distribütör Garantili,HD Ready,Var,,Yok,Q Türkçe,Ev - Okul,,,,DVD Okuyucu,,5.999,4 GB,,Siyah,128 GB,,4.61,," X540na-gq044 Intel Celeron N3350 4gb 128gb Ssd Freedos 15.6"" Taşınabilir Bilgisayar X540NA-GQ044 ",1366 x 768,HD Ready (HD),,N3350,,Intel Atom,,Free Dos,
2385,,HDMI,LENOVO Thinkbook 14 G2 Itl 20vd0045tx I7-1165g7 16gb 256gb Ssd 14 Fhd Freedos 20VD0045TX ,2 kg ve Altı,Yok,14 inç,Dahili Ekran Kartı,DDR5,Paylaşımlı,Dahili,60 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,Yok,F Klavye,Ev - Okul,4.7,,,Yok,IPS,19.023,16 GB,DDR4,Siyah,256 GB,,0.0,2.8, Thinkbook 14 G2 Itl 20vd0045tx I7-1165g7 16gb 256gb Ssd 14 Fhd Freedos 20VD0045TX ,1920 x 1080,Full HD (FHD),,1165G7,11. Nesil,Intel Core i7,4,Free Dos,
2386,,,ASUS X543ma-gq1070 N4020 15.6hd 4gb 128ssd Dos 4718017896870 ,2 - 4 kg,Yok,"15,6 inç",Intel HD 620,SD,,Dahili,,,,Resmi Distribütör Garantili,,,,128 GB,Q Türkçe,Ev - Okul,,,,Yok,,5.988,4 GB,,Siyah,128 GB,,4.14,, X543ma-gq1070 N4020 15.6hd 4gb 128ssd Dos 4718017896870 ,1366 x 768,HD Ready (HD),,N4000,,Intel Celeron,,Free Dos,
2387,,Bluetooth,"Dell Vostro 3510 Intel I7 1165g7 16gb 1tb + 512gb Ssd Mx350 15.6"" Ubuntu N8070vn3510emea01_ua10 N8070VN3510EMEA01_UA10 ",2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce MX350,GDDR5,2 GB,Harici,60 Hz,,2 Yıl,Resmi Distribütör Garantili,,,1 TB,,Q Türkçe,Ofis - İş,4.7,,,Yok,VA,"18.195,29",16 GB,DDR4,Siyah,512 GB,,0.0,1.2," Vostro 3510 Intel I7 1165g7 16gb 1tb + 512gb Ssd Mx350 15.6"" Ubuntu N8070vn3510emea01_ua10 N8070VN3510EMEA01_UA10 ",1920 x 1080,Full HD (FHD),,1165G7,11. Nesil,Intel Core i7,4,Ubuntu,6 Saat ve Üstü
2388,,,LENOVO Ideapad V15-ada Amd 3020e 4gb 128gb Ssd Freedos 15.6'' Fhd Taşınabilir Bilgisayar 82c7007ktx 2705517 ,2 kg ve Altı,Yok,"15,6 inç",Paylaşımlı,GDDR5,,Harici,,,,Resmi Distribütör Garantili,,,,512 GB,Q Türkçe,Ofis - İş,,,,DVD RW,,8.555,4 GB,,Siyah,512 GB,,4.67,, Ideapad V15-ada Amd 3020e 4gb 128gb Ssd Freedos 15.6'' Fhd Taşınabilir Bilgisayar 82c7007ktx 2705517 ,2880 x 1620,Full HD (FHD),,10700,,AMD,,Free Dos,
2389,,HDMI,"LENOVO V14 G2 Alc Amd Ryzen 3 5300u 8gb 500gb Ssd Fdos 14"" Fhd Taşınabilir Bilgisayar 82kc0005tx009 82KC0005TX009 ",Belirtilmemiş,Yok,14 inç,Dahili Ekran Kartı,Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,3.8,,,Yok,TN,"8.199,99",8 GB,DDR4,Siyah,500 GB,,0.0,2.6," V14 G2 Alc Amd Ryzen 3 5300u 8gb 500gb Ssd Fdos 14"" Fhd Taşınabilir Bilgisayar 82kc0005tx009 82KC0005TX009 ",1920 x 1080,Full HD (FHD),,5300U,Belirtilmemiş,AMD Ryzen 3,4,Free Dos,3 Saat ve Altı
2390,,,"Dell Vostro 3510 Intel Core I7 1165g7 16gb 256gb Ssd Windows 10 Home 15.6"" N8068vn3510emea01_ua16 N8068VN3510EMEA01_UA16 ",2 kg ve Altı,Yok,"15,6 inç",Intel HD Graphics,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,256 GB,Q Türkçe,Ofis - İş,4.7,,,Yok,,"17.268,24",16 GB,DDR4,Gri,256 GB,,0.0,2.8," Vostro 3510 Intel Core I7 1165g7 16gb 256gb Ssd Windows 10 Home 15.6"" N8068vn3510emea01_ua16 N8068VN3510EMEA01_UA16 ",1920 x 1080,Full HD (FHD),,1165G7,11. Nesil,Intel Core i7,4,Windows,
2391,,,"LENOVO 20ve0072tx I5-1135g7 8 Gb 256 Gb Ssd 2 Gb Mx450 15.6"" W10 Fhd Dizüstü 20VE0072TX ",2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce MX450,GDDR5,2 GB,Harici,Belirtilmemiş,,,Resmi Distribütör Garantili,,,Yok,Yok,Q Türkçe,Oyun,,,,Yok,,14.999,8 GB,DDR4,Beyaz,256 GB,,4.58,2.4," 20ve0072tx I5-1135g7 8 Gb 256 Gb Ssd 2 Gb Mx450 15.6"" W10 Fhd Dizüstü 20VE0072TX ",1920 x 1080,Full HD (FHD),,1135G7,11. Nesil,Intel Core i5,4,Windows,
